Name ,Weight (%),Market Value,Sector,ISIN,Country
SNAP ON INC,0.02,"USD 1,230,111.00",Industrials,US8330341012,US
SMURFIT KAPPA GROUP PLC,0.02,"USD 1,229,396.70",Materials,IE00B1RR8406,IE
ENEOS HOLDINGS INC,0.02,"USD 1,229,225.67",Energy,JP3386450005,JP
ERSTE GROUP BANK AG,0.02,"USD 1,228,045.39",Financials,AT0000652011,AT
UMICORE SA,0.02,"USD 1,220,134.46",Materials,BE0974320526,BE
LENNOX INTERNATIONAL INC,0.02,"USD 1,219,687.68",Industrials,US5261071071,US
PTC INC,0.02,"USD 1,219,197.60",Information Technology,US69370C1009,US
WIX.COM LTD,0.02,"USD 1,219,049.22",Information Technology,IL0011301780,IL
FAIRFAX FINANCIAL HOLDINGS SUB VOT,0.02,"USD 1,217,026.72",Financials,CA3039011026,CA
LIVE NATION ENTERTAINMENT INC,0.02,"USD 1,216,319.70",Communication,US5380341090,US
ADMIRAL GROUP PLC,0.02,"USD 1,216,065.95",Financials,GB00B02J6398,GB
BRENNTAG,0.02,"USD 1,206,136.63",Industrials,DE000A1DAHH0,DE
KIRKLAND LAKE GOLD LTD,0.02,"USD 1,205,446.23",Materials,CA49741E1007,CA
ALFA LAVAL,0.02,"USD 1,203,855.64",Industrials,SE0000695876,SE
MOSAIC,0.02,"USD 1,200,207.92",Materials,US61945C1036,US
TELSTRA CORPORATION LTD,0.02,"USD 1,200,432.28",Communication,AU000000TLS2,AU
NORTONLIFELOCK INC,0.02,"USD 1,197,971.25",Information Technology,US6687711084,US
GALAXY ENTERTAINMENT GROUP LTD,0.02,"USD 1,197,455.42",Consumer Discretionary,HK0027032686,HK
ROLLS-ROYCE HOLDINGS PLC,0.02,"USD 1,196,354.08",Industrials,GB00B63H8491,GB
MEDICAL PROPERTIES TRUST REIT INC,0.02,"USD 1,196,290.53",Real Estate,US58463J3041,US
BEIERSDORF AG,0.02,"USD 1,192,057.07",Consumer Staples,DE0005200000,DE
PENTAIR,0.02,"USD 1,188,014.52",Industrials,IE00BLS09M33,IE
VMWARE CLASS A INC,0.02,"USD 1,185,432.60",Information Technology,US9285634021,US
NEWELL BRANDS INC,0.02,"USD 1,181,293.63",Consumer Discretionary,US6512291062,US
SCHINDLER HOLDING PAR AG,0.02,"USD 1,180,748.84",Industrials,CH0024638196,CH
SHIMADZU CORP,0.02,"USD 1,180,255.27",Information Technology,JP3357200009,JP
LEAR CORP,0.02,"USD 1,180,001.67",Consumer Discretionary,US5218652049,US
GLOBE LIFE INC,0.02,"USD 1,174,355.28",Financials,US37959E1029,US
VAIL RESORTS INC,0.02,"USD 1,174,378.08",Consumer Discretionary,US91879Q1094,US
HORMEL FOODS CORP,0.02,"USD 1,173,836.16",Consumer Staples,US4404521001,US
TELIA COMPANY,0.02,"USD 1,171,229.81",Communication,SE0000667925,SE
QBE INSURANCE GROUP LTD,0.02,"USD 1,170,722.13",Financials,AU000000QBE9,AU
CARL ZEISS MEDITEC AG,0.02,"USD 1,170,923.69",Health Care,DE0005313704,DE
TAYLOR WIMPEY PLC,0.02,"USD 1,169,876.07",Consumer Discretionary,GB0008782301,GB
NIPPON BUILDING FUND REIT INC,0.02,"USD 1,169,257.51",Real Estate,JP3027670003,JP
NIPPON PAINT HOLDINGS LTD,0.02,"USD 1,164,514.39",Materials,JP3749400002,JP
COCHLEAR LTD,0.02,"USD 1,164,048.74",Health Care,AU000000COH5,AU
HASBRO INC,0.02,"USD 1,159,338.80",Consumer Discretionary,US4180561072,US
BOOZ ALLEN HAMILTON HOLDING CORP C,0.02,"USD 1,158,970.60",Industrials,US0995021062,US
BANK LEUMI LE ISRAEL,0.02,"USD 1,157,179.97",Financials,IL0006046119,IL
NOMURA RESEARCH INSTITUTE LTD,0.02,"USD 1,156,727.21",Information Technology,JP3762800005,JP
AGEAS SA,0.02,"USD 1,155,686.33",Financials,BE0974264930,BE
KONINKLIJKE KPN NV,0.02,"USD 1,155,881.57",Communication,NL0000009082,NL
EXOR NV,0.02,"USD 1,154,939.06",Financials,NL0012059018,NL
NISSAN MOTOR LTD,0.02,"USD 1,153,231.90",Consumer Discretionary,JP3672400003,JP
MOHAWK INDUSTRIES INC,0.02,"USD 1,152,521.10",Consumer Discretionary,US6081901042,US
BOC HONG KONG HOLDINGS LTD,0.02,"USD 1,151,585.54",Financials,HK2388011192,HK
NORSK HYDRO,0.02,"USD 1,148,920.13",Materials,NO0005052605,NO
HEINEKEN HOLDING NV,0.02,"USD 1,147,806.20",Consumer Staples,NL0000008977,NL
EMERA INC,0.02,"USD 1,147,543.82",Utilities,CA2908761018,CA
MINEBEA MITSUMI INC,0.02,"USD 1,146,713.02",Industrials,JP3906000009,JP
ASX LTD,0.02,"USD 1,143,679.46",Financials,AU000000ASX7,AU
MTU AERO ENGINES HOLDING AG,0.02,"USD 1,141,459.76",Industrials,DE000A0D9PT0,DE
UNIVERSAL HEALTH SERVICES INC CLAS,0.02,"USD 1,139,010.32",Health Care,US9139031002,US
STOCKLAND STAPLED UNITS LTD,0.02,"USD 1,138,684.15",Real Estate,AU000000SGP0,AU
THALES SA,0.02,"USD 1,137,094.17",Industrials,FR0000121329,FR
SNAM,0.02,"USD 1,135,736.18",Utilities,IT0003153415,IT
FIRST QUANTUM MINERALS LTD,0.02,"USD 1,134,362.53",Materials,CA3359341052,CA
DAIFUKU LTD,0.02,"USD 1,132,933.80",Industrials,JP3497400006,JP
DAIWA SECURITIES GROUP INC,0.02,"USD 1,132,408.44",Financials,JP3502200003,JP
INTERPUBLIC GROUP OF COMPANIES INC,0.02,"USD 1,131,193.42",Communication,US4606901001,US
CYBER AGENT INC,0.02,"USD 1,129,456.97",Communication,JP3311400000,JP
TERNA RETE ELETTRICA NAZIONALE,0.02,"USD 1,129,169.28",Utilities,IT0003242622,IT
BUNZL,0.02,"USD 1,128,779.18",Industrials,GB00B0744B38,GB
PERSIMMON PLC,0.02,"USD 1,126,956.41",Consumer Discretionary,GB0006825383,GB
PLUG POWER INC,0.02,"USD 1,125,196.92",Industrials,US72919P2020,US
DEXUS STAPLED UNITS,0.02,"USD 1,124,119.99",Real Estate,AU000000DXS1,AU
KINGFISHER PLC,0.02,"USD 1,120,982.81",Consumer Discretionary,GB0033195214,GB
DANSKE BANK,0.02,"USD 1,120,395.51",Financials,DK0010274414,DK
BENTLEY SYSTEMS INC CLASS B,0.02,"USD 1,116,159.11",Information Technology,US08265T2087,US
SUNRUN INC,0.02,"USD 1,114,565.09",Industrials,US86771W1053,US
ST JAMESS PLACE PLC,0.02,"USD 1,114,595.38",Financials,GB0007669376,GB
INSURANCE AUSTRALIA GROUP LTD,0.02,"USD 1,113,504.88",Financials,AU000000IAG3,AU
HOST HOTELS & RESORTS REIT INC,0.02,"USD 1,112,778.12",Real Estate,US44107P1049,US
NOVOCURE LTD,0.02,"USD 1,112,425.93",Health Care,JE00BYSS4X48,JE
BLACK KNIGHT INC,0.02,"USD 1,111,761.85",Information Technology,US09215C1053,US
HANNOVER RUECK,0.02,"USD 1,109,112.39",Financials,DE0008402215,DE
HEIDELBERGCEMENT AG,0.02,"USD 1,108,467.16",Materials,DE0006047004,DE
CF INDUSTRIES HOLDINGS INC,0.02,"USD 1,107,629.04",Materials,US1252691001,US
SINCH,0.02,"USD 1,102,804.89",Information Technology,SE0016101844,SE
UNIBAIL RODAMCO WE STAPLED UNITS,0.02,"USD 1,099,556.33",Real Estate,FR0013326246,FR
ATMOS ENERGY CORP,0.02,"USD 1,091,915.52",Utilities,US0495601058,US
COCA COLA EUROPACIFIC PARTNERS PLC,0.02,"USD 1,091,511.68",Consumer Staples,GB00BDCPN049,GB
SUMITOMO MITSUI TRUST HOLDINGS INC,0.02,"USD 1,091,020.63",Financials,JP3892100003,JP
MOWI,0.02,"USD 1,085,095.13",Consumer Staples,NO0003054108,NO
SUMITOMO REALTY & DEVELOPMENT LTD,0.02,"USD 1,084,437.53",Real Estate,JP3409000001,JP
NEXI,0.02,"USD 1,076,476.98",Information Technology,IT0005366767,IT
SOUTHWEST AIRLINES,0.02,"USD 1,073,195.16",Industrials,US8447411088,US
KESKO CLASS B,0.02,"USD 1,071,940.52",Consumer Staples,FI0009000202,FI
LIBERTY GLOBAL PLC CLASS C,0.02,"USD 1,072,404.20",Communication,GB00B8W67B19,GB
TEVA PHARMACEUTICAL INDUSTRIES LTD,0.02,"USD 1,071,663.06",Health Care,IL0006290147,IL
RPM INTERNATIONAL INC,0.02,"USD 1,070,751.14",Materials,US7496851038,US
WR BERKLEY CORP,0.02,"USD 1,068,682.83",Financials,US0844231029,US
TOYOTA TSUSHO CORP,0.02,"USD 1,067,020.45",Industrials,JP3635000007,JP
10X GENOMICS INC CLASS A,0.02,"USD 1,063,849.95",Health Care,US88025U1097,US
FIDELITY NATIONAL FINANCIAL INC,0.02,"USD 1,058,308.80",Financials,US31620R3030,US
MISUMI GROUP INC,0.02,"USD 1,057,221.28",Industrials,JP3885400006,JP
BUREAU VERITAS SA,0.02,"USD 1,055,960.53",Industrials,FR0006174348,FR
TORAY INDUSTRIES INC,0.02,"USD 1,053,765.41",Materials,JP3621000003,JP
SEVERN TRENT PLC,0.02,"USD 1,053,378.16",Utilities,GB00B1FH8J72,GB
NIHON M&A CENTER INC,0.02,"USD 1,053,863.40",Industrials,JP3689050007,JP
MONCLER,0.02,"USD 1,050,538.29",Consumer Discretionary,IT0004965148,IT
NORDSON CORP,0.02,"USD 1,048,555.04",Industrials,US6556631025,US
INVESCO LTD,0.02,"USD 1,047,831.05",Financials,BMG491BT1088,BM
EVEREST RE GROUP LTD,0.02,"USD 1,048,274.43",Financials,BMG3223R1088,BM
EQT,0.02,"USD 1,037,371.06",Financials,SE0012853455,SE
SIEMENS ENERGY N AG,0.02,"USD 1,037,037.47",Industrials,DE000ENER6Y0,DE
MELROSE INDUSTRIES PLC,0.02,"USD 1,034,941.18",Industrials,GB00BNR5MZ78,GB
UNITY SOFTWARE INC,0.02,"USD 1,032,738.66",Information Technology,US91332U1016,US
DEMANT,0.02,"USD 1,030,913.19",Health Care,DK0060738599,DK
SUMITOMO CHEMICAL LTD,0.02,"USD 1,030,186.19",Materials,JP3401400001,JP
LEG IMMOBILIEN N,0.02,"USD 1,029,434.13",Real Estate,DE000LEG1110,DE
WHARF REAL ESTATE INVESTMENT COMPA,0.02,"USD 1,027,469.88",Real Estate,KYG9593A1040,KY
REGENCY CENTERS REIT CORP,0.02,"USD 1,026,506.25",Real Estate,US7588491032,US
OWENS CORNING,0.02,"USD 1,025,152.62",Industrials,US6907421019,US
ALLEGHANY CORP,0.02,"USD 1,015,209.80",Financials,US0171751003,US
ATLANTIA,0.02,"USD 1,011,923.79",Industrials,IT0003506190,IT
UGI CORP,0.02,"USD 1,011,305.40",Utilities,US9026811052,US
RAMSAY HEALTH CARE LTD,0.02,"USD 1,010,635.10",Health Care,AU000000RHC8,AU
BURBERRY GROUP PLC,0.02,"USD 1,008,871.19",Consumer Discretionary,GB0031743007,GB
GN STORE NORD,0.02,"USD 1,008,238.66",Health Care,DK0010272632,DK
STORA ENSO CLASS R,0.02,"USD 1,007,158.92",Materials,FI0009005961,FI
AMERICAN FINANCIAL GROUP INC,0.02,"USD 1,005,889.80",Financials,US0259321042,US
SKANSKA B,0.02,"USD 1,002,634.10",Industrials,SE0000113250,SE
AUTO TRADER GROUP PLC,0.02,"USD 992,217.10",Communication,GB00BVYVFW23,GB
ESSENTIAL UTILITIES INC,0.02,"USD 987,749.77",Utilities,US29670G1022,US
HAMAMATSU PHOTONICS,0.02,"USD 987,419.37",Information Technology,JP3771800004,JP
BOLIDEN,0.02,"USD 986,704.13",Materials,SE0015811559,SE
CLARIVATE PLC,0.02,"USD 985,978.45",Industrials,JE00BJJN4441,JE
TELE2 B,0.02,"USD 982,046.45",Communication,SE0005190238,SE
SVENSKA CELLULOSA B,0.02,"USD 980,114.55",Materials,SE0000112724,SE
ARROW ELECTRONICS INC,0.02,"USD 975,184.06",Information Technology,US0427351004,US
LIBERTY MEDIA FORMULA ONE CORP SER,0.02,"USD 973,625.07",Communication,US5312298541,US
WESTERN UNION,0.02,"USD 972,293.08",Information Technology,US9598021098,US
ONO PHARMACEUTICAL LTD,0.02,"USD 971,023.38",Health Care,JP3197600004,JP
BLUESCOPE STEEL LTD,0.02,"USD 963,677.11",Materials,AU000000BSL0,AU
ALSTOM SA,0.02,"USD 962,859.37",Industrials,FR0010220475,FR
VOLKSWAGEN AG,0.02,"USD 962,466.08",Consumer Discretionary,DE0007664005,DE
SENSATA TECHNOLOGIES HOLDING PLC,0.02,"USD 961,462.76",Industrials,GB00BFMBMT84,GB
PAN PACIFIC INTERNATIONAL HOLDINGS,0.02,"USD 961,266.30",Consumer Discretionary,JP3639650005,JP
JUNIPER NETWORKS INC,0.02,"USD 957,542.85",Information Technology,US48203R1041,US
HENKEL AG,0.02,"USD 952,531.74",Consumer Staples,DE0006048408,DE
GILDAN ACTIVEWEAR INC,0.02,"USD 952,348.44",Consumer Discretionary,CA3759161035,CA
MORRISON(WM.)SUPERMARKETS,0.02,"USD 952,216.64",Consumer Staples,GB0006043169,GB
SUMITOMO METAL MINING LTD,0.02,"USD 950,519.24",Materials,JP3402600005,JP
T&D HOLDINGS INC,0.02,"USD 947,823.78",Financials,JP3539220008,JP
UNITED UTILITIES GROUP PLC,0.02,"USD 947,051.73",Utilities,GB00B39J2M42,GB
DENTSU GROUP INC,0.02,"USD 940,720.07",Communication,JP3551520004,JP
AEGON NV,0.02,"USD 936,409.74",Financials,NL0000303709,NL
SUMITOMO ELECTRIC INDUSTRIES LTD,0.02,"USD 936,081.25",Consumer Discretionary,JP3407400005,JP
ROHM LTD,0.02,"USD 935,642.07",Information Technology,JP3982800009,JP
NEXON LTD,0.02,"USD 934,900.96",Communication,JP3758190007,JP
HUNTINGTON INGALLS INDUSTRIES INC,0.02,"USD 931,260.00",Industrials,US4464131063,US
AISIN CORP,0.02,"USD 929,832.11",Consumer Discretionary,JP3102000001,JP
VERBUND AG,0.01,"USD 929,136.27",Utilities,AT0000746409,AT
DOMINOS PIZZA ENTERPRISES LTD,0.01,"USD 928,730.26",Consumer Discretionary,AU000000DMP0,AU
WEST JAPAN RAILWAY,0.01,"USD 927,805.48",Industrials,JP3659000008,JP
ARKEMA SA,0.01,"USD 927,338.24",Materials,FR0010313833,FR
CANADIAN TIRE LTD CLASS A,0.01,"USD 924,854.33",Consumer Discretionary,CA1366812024,CA
SOLVAY SA,0.01,"USD 920,728.47",Materials,BE0003470755,BE
APOLLO GLOBAL MANAGEMENT INC CLASS,0.01,"USD 920,470.12",Financials,US03768E1055,US
CAPITALAND INTEGRATED COMMERCIAL T,0.01,"USD 919,457.34",Real Estate,SG1M51904654,SG
JSR CORP,0.01,"USD 917,855.35",Materials,JP3385980002,JP
TREND MICRO INC,0.01,"USD 917,773.00",Information Technology,JP3637300009,JP
AROUNDTOWN SA,0.01,"USD 912,686.67",Real Estate,LU1673108939,DE
JD SPORTS FASHION PLC,0.01,"USD 911,140.79",Consumer Discretionary,GB00BYX91H57,GB
OMV AG,0.01,"USD 910,639.29",Energy,AT0000743059,AT
TOKYO GAS LTD,0.01,"USD 908,968.28",Utilities,JP3573000001,JP
AENA SME SA,0.01,"USD 908,535.99",Industrials,ES0105046009,ES
DROPBOX INC CLASS A,0.01,"USD 907,718.40",Information Technology,US26210C1045,US
PRYSMIAN,0.01,"USD 902,977.90",Industrials,IT0004176001,IT
KOITO MANUFACTURING LTD,0.01,"USD 901,697.24",Consumer Discretionary,JP3284600008,JP
BORGWARNER INC,0.01,"USD 896,683.65",Consumer Discretionary,US0997241064,US
BAUSCH HEALTH COMPANIES INC,0.01,"USD 895,741.39",Health Care,CA0717341071,CA
DISCO CORP,0.01,"USD 894,276.96",Information Technology,JP3548600000,JP
BANK HAPOALIM BM,0.01,"USD 893,609.57",Financials,IL0006625771,IL
BARRATT DEVELOPMENTS,0.01,"USD 890,540.23",Consumer Discretionary,GB0000811801,GB
GREAT WEST LIFECO INC,0.01,"USD 889,408.59",Financials,CA39138C1068,CA
HEICO CORP CLASS A,0.01,"USD 889,555.52",Industrials,US4228062083,US
KYOWA KIRIN LTD,0.01,"USD 888,457.84",Health Care,JP3256000005,JP
CAE INC,0.01,"USD 884,578.88",Industrials,CA1247651088,CA
SKF B,0.01,"USD 881,456.19",Industrials,SE0000108227,SE
A O SMITH CORP,0.01,"USD 880,190.22",Industrials,US8318652091,US
BOUYGUES SA,0.01,"USD 879,380.23",Industrials,FR0000120503,FR
GRIFOLS SA CLASS A,0.01,"USD 878,137.60",Health Care,ES0171996087,ES
ASSOCIATED BRITISH FOODS PLC,0.01,"USD 874,990.39",Consumer Staples,GB0006731235,GB
MOLSON COORS BREWING CLASS B,0.01,"USD 872,349.24",Consumer Staples,US60871R2094,US
NATURGY ENERGY SA,0.01,"USD 870,621.82",Utilities,ES0116870314,ES
INFORMA PLC,0.01,"USD 869,542.61",Communication,GB00BMJ6DW54,GB
TEMENOS AG,0.01,"USD 869,628.24",Information Technology,CH0012453913,CH
MITSUI CHEMICALS INC,0.01,"USD 867,770.71",Materials,JP3888300005,JP
RANDSTAD HOLDING,0.01,"USD 867,189.34",Industrials,NL0000379121,NL
CAMPBELL SOUP,0.01,"USD 865,920.00",Consumer Staples,US1344291091,US
APA GROUP UNITS,0.01,"USD 864,179.94",Utilities,AU000000APA1,AU
CHR HANSEN HOLDING,0.01,"USD 863,730.63",Materials,DK0060227585,DK
ACS ACTIVIDADES DE CONSTRUCCION Y,0.01,"USD 862,528.99",Industrials,ES0167050915,ES
CABLE ONE INC,0.01,"USD 858,916.12",Communication,US12685J1051,US
OMEGA HEALTHCARE INVESTORS REIT IN,0.01,"USD 859,160.40",Real Estate,US6819361006,US
RESONA HOLDINGS INC,0.01,"USD 857,122.47",Financials,JP3500610005,JP
PINNACLE WEST CORP,0.01,"USD 854,482.94",Utilities,US7234841010,US
SEALED AIR CORP,0.01,"USD 854,646.09",Materials,US81211K1007,US
JFE HOLDINGS INC,0.01,"USD 854,459.95",Materials,JP3386030005,JP
CHUBU ELECTRIC POWER INC,0.01,"USD 852,851.46",Utilities,JP3526600006,JP
NEWS CORP CLASS A,0.01,"USD 852,713.60",Communication,US65249B1098,US
WYNN RESORTS LTD,0.01,"USD 851,779.76",Consumer Discretionary,US9831341071,US
NIPPON PROLOGIS REIT INC,0.01,"USD 848,172.38",Real Estate,JP3047550003,JP
ASCENDAS REAL ESTATE INVESTMENT TR,0.01,"USD 846,280.54",Real Estate,SG1M77906915,SG
SYDNEY AIRPORT STAPLED UNITS LTD,0.01,"USD 844,248.27",Industrials,AU000000SYD9,AU
SG HOLDINGS LTD,0.01,"USD 842,010.16",Industrials,JP3162770006,JP
DCC PLC,0.01,"USD 842,520.54",Industrials,IE0002424939,IE
NISSAN CHEMICAL CORP,0.01,"USD 840,871.04",Materials,JP3670800006,JP
DAITO TRUST CONSTRUCTION LTD,0.01,"USD 837,385.06",Real Estate,JP3486800000,JP
UNIPER,0.01,"USD 834,757.06",Utilities,DE000UNSE018,DE
GEORGE WESTON LTD,0.01,"USD 834,183.13",Consumer Staples,CA9611485090,CA
GUIDEWIRE SOFTWARE INC,0.01,"USD 834,465.60",Information Technology,US40171V1008,US
SEI INVESTMENTS,0.01,"USD 831,414.69",Financials,US7841171033,US
VEREIT INC,0.01,"USD 830,418.12",Real Estate,US92339V3087,US
YAKULT HONSHA LTD,0.01,"USD 828,345.30",Consumer Staples,JP3931600005,JP
ADECCO GROUP AG,0.01,"USD 827,975.59",Industrials,CH0012138605,CH
RENAISSANCERE HOLDING LTD,0.01,"USD 825,084.69",Financials,BMG7496G1033,BM
GEA GROUP AG,0.01,"USD 822,758.88",Industrials,DE0006602006,DE
YARA INTERNATIONAL,0.01,"USD 819,717.53",Materials,NO0010208051,NO
ROLLINS INC,0.01,"USD 819,404.40",Industrials,US7757111049,US
A P MOLLER MAERSK,0.01,"USD 818,729.44",Industrials,DK0010244425,DK
KINNEVIK CLASS B,0.01,"USD 814,017.11",Financials,SE0015810247,SE
KNORR BREMSE AG,0.01,"USD 810,121.54",Industrials,DE000KBX1006,DE
ALGONQUIN POWER UTILITIES CORP,0.01,"USD 809,069.19",Utilities,CA0158571053,CA
LAMB WESTON HOLDINGS INC,0.01,"USD 808,769.56",Consumer Staples,US5132721045,US
ALTICE USA INC CLASS A,0.01,"USD 806,380.68",Communication,US02156K1034,US
TAISEI CORP,0.01,"USD 802,442.93",Industrials,JP3443600006,JP
ABRDN PLC,0.01,"USD 801,793.00",Financials,GB00BF8Q6K64,GB
CCL INDUSTRIES INC CLASS B,0.01,"USD 799,773.03",Materials,CA1249003098,CA
NORTHERN STAR RESOURCES LTD,0.01,"USD 798,741.10",Materials,AU000000NST8,AU
SCOUT24 N AG,0.01,"USD 793,263.53",Communication,DE000A12DM80,DE
POSTE ITALIANE,0.01,"USD 790,456.03",Financials,IT0003796171,IT
OIL SEARCH LTD,0.01,"USD 785,984.97",Energy,PG0008579883,PG
DAVIDE CAMPARI MILANO NV,0.01,"USD 780,439.89",Consumer Staples,NL0015435975,NL
PEARSON PLC,0.01,"USD 777,298.75",Communication,GB0006776081,GB
ELECTROLUX B,0.01,"USD 773,413.94",Consumer Discretionary,SE0000103814,SE
BCE INC,0.01,"USD 771,782.58",Communication,CA05534B7604,CA
CAMECO CORP,0.01,"USD 771,731.45",Energy,CA13321L1085,CA
BALOISE HOLDING AG,0.01,"USD 771,119.30",Financials,CH0012410517,CH
EDP RENOVAVEIS SA,0.01,"USD 770,181.12",Utilities,ES0127797019,ES
COCA COLA HBC AG,0.01,"USD 765,964.19",Consumer Staples,CH0198251305,CH
KION GROUP AG,0.01,"USD 766,051.91",Industrials,DE000KGX8881,DE
OSAKA GAS LTD,0.01,"USD 765,579.40",Utilities,JP3180400008,JP
MEIJI HOLDINGS LTD,0.01,"USD 764,554.65",Consumer Staples,JP3918000005,JP
REA GROUP LTD,0.01,"USD 764,031.38",Communication,AU000000REA9,AU
KONAMI HOLDINGS CORP,0.01,"USD 761,068.67",Communication,JP3300200007,JP
WHITBREAD PLC,0.01,"USD 759,740.09",Consumer Discretionary,GB00B1KJJ408,GB
NEW WORLD DEVELOPMENT COMPANY LTD,0.01,"USD 757,929.84",Real Estate,HK0000608585,HK
AUCKLAND INTERNATIONAL AIRPORT LTD,0.01,"USD 756,441.50",Industrials,NZAIAE0002S6,NZ
ANTOFAGASTA PLC,0.01,"USD 754,816.03",Materials,GB0000456144,GB
SWISS PRIME SITE AG,0.01,"USD 754,703.64",Real Estate,CH0008038389,CH
SODEXO SA,0.01,"USD 754,165.07",Consumer Discretionary,FR0000121220,FR
NORTHLAND POWER INC,0.01,"USD 753,673.87",Utilities,CA6665111002,CA
M&G PLC,0.01,"USD 753,229.46",Financials,GB00BKFB1C65,GB
YAMAHA CORP,0.01,"USD 753,190.91",Consumer Discretionary,JP3942600002,JP
RAKUTEN GROUP INC,0.01,"USD 749,946.48",Consumer Discretionary,JP3967200001,JP
SUEZ SA,0.01,"USD 748,464.37",Utilities,FR0010613471,FR
EMBRACER GROUP,0.01,"USD 748,246.43",Communication,SE0013121589,SE
NISOURCE INC,0.01,"USD 747,712.90",Utilities,US65473P1057,US
RENAULT SA,0.01,"USD 747,494.56",Consumer Discretionary,FR0000131906,FR
HYDRO ONE LTD,0.01,"USD 747,090.96",Utilities,CA4488112083,CA
ENDESA SA,0.01,"USD 745,143.82",Utilities,ES0130670112,ES
HANKYU HANSHIN HOLDINGS INC,0.01,"USD 743,647.93",Industrials,JP3774200004,JP
LUNDIN ENERGY,0.01,"USD 743,969.88",Energy,SE0000825820,SE
THE SWATCH GROUP AG,0.01,"USD 742,716.64",Consumer Discretionary,CH0012255151,CH
ROYALTY PHARMA PLC CLASS A,0.01,"USD 734,529.65",Health Care,GB00BMVP7Y09,GB
JAZZ PHARMACEUTICALS PLC,0.01,"USD 732,333.60",Health Care,IE00B4Q5ZN47,IE
VOYA FINANCIAL INC,0.01,"USD 732,277.04",Financials,US9290891004,US
EIFFAGE SA,0.01,"USD 729,966.26",Industrials,FR0000130452,FR
WISETECHGLOBAL PTY LTD,0.01,"USD 726,152.13",Information Technology,AU000000WTC3,AU
KEIO CORP,0.01,"USD 724,516.22",Industrials,JP3277800003,JP
NEUROCRINE BIOSCIENCES INC,0.01,"USD 724,284.12",Health Care,US64125C1099,US
POWER ASSETS HOLDINGS LTD,0.01,"USD 724,131.73",Utilities,HK0006000050,HK
SMITHS GROUP PLC,0.01,"USD 722,360.95",Industrials,GB00B1WY2338,GB
ELECTRICITE DE FRANCE SA,0.01,"USD 720,310.81",Utilities,FR0010242511,FR
LIBERTY GLOBAL PLC CLASS A,0.01,"USD 719,573.40",Communication,GB00B8W67662,GB
ASSURANT INC,0.01,"USD 716,122.79",Financials,US04621X1081,US
ASAHI INTECC LTD,0.01,"USD 716,428.02",Health Care,JP3110650003,JP
LIBERTY MEDIA LIBERTY SIRIUSXM COR,0.01,"USD 715,338.94",Communication,US5312296073,US
DISCOVERY INC SERIES C,0.01,"USD 715,055.46",Communication,US25470F3029,US
LIXIL CORP,0.01,"USD 714,250.42",Industrials,JP3626800001,JP
TOKYU CORP,0.01,"USD 713,472.71",Industrials,JP3574200006,JP
VALEO,0.01,"USD 711,249.27",Consumer Discretionary,FR0013176526,FR
EMS-CHEMIE HOLDING AG,0.01,"USD 709,203.07",Materials,CH0016440353,CH
KINROSS GOLD CORP,0.01,"USD 709,249.79",Materials,CA4969024047,CA
RICOH LTD,0.01,"USD 706,594.08",Information Technology,JP3973400009,JP
KANSAI ELECTRIC POWER INC,0.01,"USD 705,960.93",Utilities,JP3228600007,JP
ORKLA,0.01,"USD 705,929.85",Consumer Staples,NO0003733800,NO
DAIWA HOUSE REIT CORP,0.01,"USD 705,119.17",Real Estate,JP3046390005,JP
COMMERZBANK AG,0.01,"USD 702,556.06",Financials,DE000CBK1001,DE
MITSUBISHI HEAVY INDUSTRIES LTD,0.01,"USD 701,592.02",Industrials,JP3900000005,JP
FUJI ELECTRIC LTD,0.01,"USD 701,312.96",Industrials,JP3820000002,JP
TEAMVIEWER AG,0.01,"USD 701,237.73",Information Technology,DE000A2YN900,DE
TOTO LTD,0.01,"USD 701,175.72",Industrials,JP3596200000,JP
ARAMARK,0.01,"USD 699,101.75",Consumer Discretionary,US03852U1060,US
TABCORP HOLDINGS LTD,0.01,"USD 697,760.77",Consumer Discretionary,AU000000TAH8,AU
YAMAHA MOTOR LTD,0.01,"USD 691,385.70",Consumer Discretionary,JP3942800008,JP
KNIGHT-SWIFT TRANSPORTATION HOLDIN,0.01,"USD 691,046.40",Industrials,US4990491049,US
SEKISUI CHEMICAL LTD,0.01,"USD 689,416.72",Consumer Discretionary,JP3419400001,JP
JOHNSON MATTHEY PLC,0.01,"USD 684,831.58",Materials,GB00BZ4BQC70,GB
WEST FRASER TIMBER LTD,0.01,"USD 681,398.60",Materials,CA9528451052,CA
LAND SECURITIES GROUP REIT PLC,0.01,"USD 676,465.40",Real Estate,GB00BYW0PQ60,GB
DAI NIPPON PRINTING LTD,0.01,"USD 676,179.15",Industrials,JP3493800001,JP
SANTOS LTD,0.01,"USD 675,299.92",Energy,AU000000STO6,AU
MEDIBANK PRIVATE LTD,0.01,"USD 674,373.62",Financials,AU000000MPL3,AU
SINO LAND LTD,0.01,"USD 673,535.74",Real Estate,HK0083000502,HK
MEDIOBANCA BANCA DI CREDITO FINANZ,0.01,"USD 670,838.85",Financials,IT0000062957,IT
RITCHIE BROS AUCTIONEERS INC,0.01,"USD 669,959.73",Industrials,CA7677441056,CA
HENDERSON LAND DEVELOPMENT LTD,0.01,"USD 669,122.05",Real Estate,HK0012000102,HK
